4088.0966953328802,4391.7912125712855,4162.003755562339,3977.5394754996128,4057.8613156851266,
3923.351689693502,4364.29438492478,4360.432660767134,3981.423958967101,3959.5774676872857,
3758.6066840541257,4221.578811801765,4396.03625398718,4147.053921270651,3927.2552663079664,
3600.322234848675,4057.4836850090933,4308.989557151758,4350.113294881115,3980.5272509761176,
3551.0804127617093,3892.7386793697183,4149.942889995505,4391.831367599118,4225.73137343053,
3595.6470076841747,3728.247853729437,3985.2668776869473,4309.8677146410855,4343.3496536728235,
3647.043875402889,3592.8413819252364,3820.52187204757,4152.352188660652,4329.188513467029,
3698.440743121604,3610.892381487345,3658.4549400583537,3987.7244716836703,4195.92213627172,
4197.838199238338,4136.2846753401645,4071.0929270622837,4297.979466044292,4507.752670000902,
3766.5339210164257,4187.6815430588795,4113.756430709458,4134.933733685593,4343.007664361525,
2943.193432218723,4238.01616320081,4165.046649477502,4066.4832505946006,4178.262658722147,
2091.3084444346246,4166.803909102274,4216.443517196218,4106.832472012232,4034.500241632943,
1239.4234566505331,3454.2751561554237,4256.64840578425,4158.048036514808,4038.9517225021013,
840.5426181152689,3011.21802822575,4284.804550526001,4614.074533863152,4492.54277256306,
887.3393514013653,2193.1649492735605,3503.249208827407,4692.201851089264,4577.771549113684,
1639.2491801553388,1379.7216391794864,2688.3483808657365,4377.711247551101,4665.70687837086,
500.75890869256637,3789.869527815957,2623.6933887840905,1136.4586671724621,1665.743343566813,
-6363.709664013506,-5491.782626872692,-1457.4541740831219,3740.051809076581,4063.1117804407045,
-465.7823598256281,-2667.2555702764503,-4414.121741935543,-6705.962765348773,-4459.535427065942,
3609.253266102016,3125.498592510994,2676.236719839534,973.8100593169818,-439.4057064415854,
-10382.409088425276,-10383.910995667367,-10506.27904465009,-10802.427113297868,-11192.582887892355,
-5530.335699548908,-5621.1457814288315,-5576.264143093135,-5619.852245255357,-5789.224402708071,
-2078.0941249999987,-2511.2209705454634,-3182.5038340212614,-3250.528957388192,-3253.1956091425104,
-1630.8333333333333,-1568.603880208333,-1174.7637326388883,-1623.6157399097813,-2412.859076986149,
-1234.9999999999998,-1192.2500000000002,-1187.4999999999998,-1178.2078124999998,-844.6855151909723,
-997.4999999999999,-954.75,-949.9999999999999,-954.7499999999999,-997.4999999999999,
-960.9615384615382,-918.2115384615382,-913.4615384615386,-918.2115384615381,-960.9615384615383,
-927.1296296296296,-884.3796296296293,-879.6296296296294,-884.3796296296294,-927.1296296296294,
427.5,470.24999999999994,475.0,470.2499999999999,427.5,
427.5,470.24999999999994,475.0,470.24999999999994,427.5,
427.5,470.24999999999994,475.0,470.25,427.5,
-47.5,-4.75,0.0,-4.749999999999999,-47.49999999999999,
-47.5,-4.75,0.0,-4.75,-47.49999999999999,
-47.5,-4.75,0.0,-4.75,-47.5,
-47.5,-4.75,0.0,-4.75,-47.5,
-47.5,-4.75,0.0,-4.75,-47.5,
-47.5,-4.75,0.0,-4.75,-47.5,
-47.5,-4.75,0.0,-4.75,-47.5,
-47.5,-4.75,0.0,-4.75,-47.5,
-47.5,-4.75,0.0,-4.75,-47.5,
-47.5,-4.75,0.0,-4.75,-47.5,
-47.5,-4.75,0.0,-4.75,-47.5,
-47.5,-4.75,0.0,-4.75,-47.5,
-47.5,-4.75,0.0,-4.75,-47.5,
-47.5,-4.75,0.0,-4.75,-47.5,
-47.5,-4.75,0.0,-4.75,-47.5,
3488.436495541834,3560.5729248682337,3551.3051754921103,2750.8619633086673,1737.1249527503987,
3311.219635409265,3548.7122122167175,3569.9986849961856,3286.2968855098293,2455.218001628842,
2631.261586141373,3536.8514995651994,3558.3832675139565,3558.857374775283,3027.2590502986936,
1868.5035864810352,3477.0894540670556,3546.5225548624408,3564.1482454607817,3466.3601105649914,
1104.0545482754299,2939.2710022524006,3530.548505208908,3552.2875328092646,3524.792338329202,
341.4353919914616,2185.058650646026,3228.3928422854638,3540.4268201577497,3514.4585881065045,
-209.44871742437894,1420.60961244042,2506.6387187026376,3523.104510042445,3502.5978754549883,
-111.01988690450425,656.160574234815,1742.5324585805338,3155.9771657140045,3490.2058567740464,
569.3488172078129,428.57826970778063,1453.0834203749287,2890.4959328358887,3829.0176289139035,
776.9015739362776,343.4273938137454,693.9469425869795,2126.046894630284,3162.7849854062106,
985.0601057465557,537.7590077065122,304.42693682001016,1361.5978564246761,2400.4697407703957,
