epoch,pl_e,pl_n,pl_u,seconds from start,minutes from start
1203969131,2.571794893,2.704165987,4.38370968,851,14.18
1203969132,2.570643945,2.702726316,4.381351966,852,14.20
1203969133,2.569578454,2.701350858,4.379232954,853,14.22
1203969134,2.568401621,2.699939951,4.376996189,854,14.23
1203969135,2.566310492,2.698477793,4.374248506,855,14.25
1203969136,2.600755921,2.692634312,4.364290278,856,14.27
1203969137,2.601095082,2.692245445,4.363215962,857,14.28
1203969138,2.601042777,2.69086148,4.360999006,858,14.30
1203969139,2.598620712,2.689435386,4.359328474,859,14.32
1203969140,2.601963629,2.69253157,4.365141609,860,14.33
1203969141,2.600717461,2.691382785,4.363218457,861,14.35
1203969142,2.599545733,2.690228071,4.36095086,862,14.37
1203969143,2.598413509,2.689060909,4.359260457,863,14.38
1203969144,2.59729883,2.687878848,4.35727824,864,14.40
1203969145,2.596110826,2.686659937,4.354876646,865,14.42
1203969146,2.595017946,2.685448437,4.352672742,866,14.43
1203969147,2.593832024,2.68405473,4.350211564,867,14.45
1203969148,2.59264863,2.682498975,4.347701202,868,14.47
1203969149,2.591477318,2.681013784,4.345263566,869,14.48
1203969150,2.589390169,2.679802311,4.342428751,870,14.50
1203969151,2.587962592,2.678039614,4.340038215,871,14.52
1203969152,2.586830082,2.67688795,4.337814472,872,14.53
1203969153,2.57808945,2.670899317,4.329192282,873,14.55
1203969154,2.576692683,2.671061438,4.329041305,874,14.57
1203969155,2.574851188,2.669841666,4.325831992,875,14.58
1203969156,2.572802168,2.668584478,4.322299358,876,14.60
1203969157,2.570577437,2.667343406,4.319576545,877,14.62
1203969158,2.573412607,2.670859812,4.324745926,878,14.63
1203969159,2.571301798,2.669704241,4.322148174,879,14.65
1203969160,2.569205685,2.668510607,4.319526593,880,14.67
1203969161,2.56764343,2.667464493,4.316926958,881,14.68
1203969162,2.565784853,2.666343919,4.31434787,882,14.70
1203969163,2.563355718,2.664879592,4.310793419,883,14.72
1203969164,2.561216539,2.663569892,4.308212689,884,14.73
1203969165,2.558695575,2.66207969,4.304749226,885,14.75
1203969166,2.556194073,2.660436074,4.301102906,886,14.77
1203969167,2.554058753,2.658952549,4.297497891,887,14.78
1203969168,2.552112679,2.657503142,4.294821814,888,14.80
1203969169,2.549983055,2.656142104,4.292240771,889,14.82
1203969170,2.547955964,2.65465573,4.289449603,890,14.83
1203969171,2.545921518,2.653304372,4.286859387,891,14.85
1203969172,2.543885458,2.651818069,4.284077015,892,14.87
1203969173,2.541851325,2.650193649,4.281299119,893,14.88
1203969174,2.539419539,2.648443761,4.277569759,894,14.90
1203969175,2.537423775,2.647245374,4.274791701,895,14.92
1203969176,2.535429208,2.645884027,4.272120569,896,14.93
1203969177,2.533440418,2.644518131,4.26942447,897,14.95
1203969178,2.531458105,2.643149321,4.266709275,898,14.97
1203969179,2.529519818,2.641779198,4.263949403,899,14.98
1203969180,2.527587228,2.640388423,4.261116446,900,15.00
1203969181,2.525623019,2.639006478,4.258339057,901,15.02
1203969182,2.523665804,2.637622418,4.25552464,902,15.03
1203969183,2.521716644,2.636243887,4.252712125,903,15.05
1203969184,2.51981146,2.63486347,4.249858944,904,15.07
1203969185,2.517911261,2.633470019,4.24695016,905,15.08
1203969186,2.516004999,2.632113323,4.24390719,906,15.10
1203969187,2.514094208,2.631086118,4.241194319,907,15.12
1203969188,2.512197305,2.629774026,4.238169223,908,15.13
1203969189,2.510318567,2.628505405,4.23532362,909,15.15
1203969190,2.508441676,2.627201654,4.232382438,910,15.17
1203969191,2.506578721,2.62592391,4.229500966,911,15.18
1203969192,2.504725192,2.624653204,4.226638978,912,15.20
1203969193,2.502879358,2.623395746,4.223830001,913,15.22
1203969194,2.500917217,2.622079896,4.220856058,914,15.23
1203969195,2.498968102,2.620623798,4.217661975,915,15.25
1203969196,2.497048231,2.619316985,4.21467703,916,15.27
1203969197,2.495147565,2.618290908,4.212370951,917,15.28
1203969198,2.493275211,2.617244261,4.20965196,918,15.30
1203969199,2.491402451,2.616034184,4.206791009,919,15.32
1203969200,2.489590941,2.614826617,4.203989719,920,15.33
1203969201,2.48782954,2.613649868,4.201139656,921,15.35
1203969202,2.486073796,2.612475253,4.198300351,922,15.37
1203969203,2.485372632,2.611315653,4.197089108,923,15.38
1203969204,2.484168709,2.610152616,4.195186014,924,15.40
1203969205,2.483752161,2.608970744,4.194498558,925,15.42
1203969206,2.48305683,2.60780625,4.193138548,926,15.43
1203969207,2.482450158,2.606683804,4.191921407,927,15.45
1203969208,2.481788701,2.605567785,4.190700602,928,15.47
1203969209,2.48141562,2.604720802,4.189933457,929,15.48
1203969210,2.480920071,2.603519139,4.188560535,930,15.50
1203969211,2.48032905,2.602440689,4.187064553,931,15.52
1203969212,2.479730588,2.601354469,4.185584726,932,15.53
1203969213,2.479864447,2.600081698,4.183994489,933,15.55
1203969214,2.479352888,2.599003277,4.182618746,934,15.57
1203969215,2.478829722,2.597898077,4.181174472,935,15.58
1203969216,2.478179053,2.596810361,4.179975714,936,15.60
1203969217,2.477342452,2.595779085,4.178022668,937,15.62
1203969218,2.47535871,2.594925549,4.176212604,938,15.63
1203969219,2.473251411,2.593728984,4.174129959,939,15.65
1203969220,2.471333574,2.592535027,4.171944993,940,15.67
1203969221,2.469861009,2.591416567,4.169843957,941,15.68
1203969222,2.468153933,2.590290881,4.167853796,942,15.70
1203969223,2.466323302,2.588975856,4.16581481,943,15.72
1203969224,2.464604535,2.587833935,4.163773845,944,15.73
1203969225,2.462922786,2.586696076,4.16173283,945,15.75
1203969226,2.461226538,2.585561837,4.159761318,946,15.77
1203969227,2.459548438,2.584433755,4.157780741,947,15.78
1203969228,2.457920404,2.583292364,4.155714803,948,15.80
1203969229,2.456209348,2.581974443,4.153636643,949,15.82
1203969230,2.454608684,2.580827978,4.151546829,950,15.83
1203969231,2.452986048,2.579687702,4.149515824,951,15.85
1203969232,2.45136105,2.578380707,4.147429774,952,15.87
1203969233,2.449751056,2.577094133,4.145392197,953,15.88
1203969234,2.448136193,2.575638386,4.143087812,954,15.90
1203969235,2.44655233,2.574329647,4.140949248,955,15.92
1203969236,2.444142859,2.573038184,4.138345102,956,15.93
1203969237,2.442596564,2.571591718,4.136087818,957,15.95
1203969238,2.441061889,2.570463457,4.133969474,958,15.97
1203969239,2.439653634,2.569306213,4.131868457,959,15.98
1203969240,2.438225243,2.567468904,4.129674861,960,16.00
1203969241,2.438435226,2.566646099,4.12915343,961,16.02
1203969242,2.437153601,2.677237482,4.12737999,962,16.03
1203969243,2.436284711,2.675883786,4.125357345,963,16.05
1203969244,2.434968911,2.674274302,4.12346412,964,16.07
1203969245,2.432888051,2.673208928,4.121358545,965,16.08
1203969246,2.431516967,2.671914785,4.119654504,966,16.10
1203969247,2.430427542,2.670890833,4.118065191,967,16.12
1203969248,2.429291001,2.669814144,4.116670543,968,16.13
1203969249,2.428000845,2.668677336,4.115031634,969,16.15
1203969250,2.426614264,2.667530636,4.113226558,970,16.17
1203969251,2.42534649,2.666270256,4.111074596,971,16.18
1203969252,2.424293857,2.665161029,4.109332721,972,16.20
1203969253,2.423386067,2.664058073,4.107158403,973,16.22
1203969254,2.422209088,2.662827521,4.104920105,974,16.23
1203969255,2.420810747,2.661584535,4.102850151,975,16.25
1203969256,2.419495578,2.660411988,4.101228898,976,16.27
1203969257,2.417923867,2.659807046,4.099657538,977,16.28
1203969258,2.416768953,2.658423591,4.097224182,978,16.30
1203969259,2.414731481,2.657210959,4.094885513,979,16.32
1203969260,2.413460311,2.656490314,4.093634238,980,16.33
1203969261,2.412021279,2.65554439,4.091988882,981,16.35
1203969262,2.409959251,2.654609397,4.090001571,982,16.37
1203969263,2.408132766,2.65334755,4.08760018,983,16.38
1203969264,2.407075819,2.652270998,4.085827552,984,16.40
1203969265,2.404965295,2.65097067,4.083552535,985,16.42
1203969266,2.403633056,2.649901348,4.081790839,986,16.43
1203969267,2.401980255,2.648639449,4.079103557,987,16.45
1203969268,2.399552294,2.647202332,4.0758583,988,16.47
1203969269,2.397151818,2.645486779,4.072671952,989,16.48
1203969270,2.395137911,2.644155291,4.070278259,990,16.50
1203969271,2.393154644,2.642824293,4.067866951,991,16.52
1203969272,2.391194839,2.641496948,4.065474554,992,16.53
1203969273,2.389424635,2.640898131,4.0633629,993,16.55
1203969274,2.387545411,2.639677081,4.060992739,994,16.57
1203969275,2.385791121,2.638311807,4.058712591,995,16.58
1203969276,2.384863177,2.637038308,4.057056734,996,16.60
1203969277,2.38307272,2.63619927,4.054867929,997,16.62
1203969278,2.381219448,2.635087038,4.052643786,998,16.63
1203969279,2.379454599,2.633977333,4.050447389,999,16.65
1203969280,2.37767129,2.632994599,4.048255147,1000,16.67
1203969281,2.378301297,2.632092922,4.048334978,1001,16.68
1203969282,2.377882843,2.631048481,4.047152606,1002,16.70
1203969283,2.378540775,2.6301,4.046031223,1003,16.72
1203969284,2.377741944,2.628985275,4.044431825,1004,16.73
1203969285,2.375853347,2.627867623,4.04242449,1005,16.75
1203969286,2.374967834,2.626786764,4.040933691,1006,16.77
1203969287,2.374387886,2.62575657,4.039417239,1007,16.78
1203969288,2.373549284,2.624696016,4.037889293,1008,16.80
1203969289,2.372718741,2.623898194,4.037034294,1009,16.82
1203969290,2.3717938,2.622964496,4.035618087,1010,16.83
1203969291,2.372726451,2.622958417,4.037155256,1011,16.85
1203969292,2.371288141,2.621959596,4.036172676,1012,16.87
1203969293,2.370900508,2.620953289,4.034751387,1013,16.88
1203969294,2.370506463,2.620008117,4.033588969,1014,16.90
1203969295,2.370103741,2.619072233,4.032523848,1015,16.92
1203969296,2.369691336,2.618135946,4.031490837,1016,16.93
1203969297,2.368770767,2.617175644,4.030217064,1017,16.95
1203969298,2.366604533,2.616123435,4.028137057,1018,16.97
1203969299,2.365592333,2.615155541,4.026763615,1019,16.98
1203969300,2.364607337,2.614182215,4.025401056,1020,17.00
1203969301,2.363622335,2.613901607,4.025418777,1021,17.02
1203969302,2.363640539,2.612995403,4.025051503,1022,17.03
1203969303,2.362740086,2.611987831,4.023531189,1023,17.05
1203969304,2.362345861,2.61123983,4.022690363,1024,17.07
1203969305,2.361887157,2.6103899,4.021588098,1025,17.08
1203969306,2.360936438,2.609517026,4.020259134,1026,17.10
1203969307,2.359758409,2.608638842,4.018741169,1027,17.12
1203969308,2.357880648,2.607633302,4.016880414,1028,17.13
1203969309,2.356865113,2.606618623,4.015352292,1029,17.15
1203969310,2.355870518,2.605624084,4.013882621,1030,17.17
1203969311,2.354080401,2.604603335,4.012019031,1031,17.18
1203969312,2.353108653,2.603609354,4.010558402,1032,17.20
1203969313,2.352137738,2.602604929,4.009085366,1033,17.22
1203969314,2.351164993,2.601584059,4.007551189,1034,17.23
1203969315,2.351013129,2.600663607,4.006102641,1035,17.25
1203969316,2.350213395,2.599649335,4.004578689,1036,17.27
1203969317,2.348608579,2.598604878,4.002644577,1037,17.28
1203969318,2.347609683,2.597561001,4.001094612,1038,17.30
1203969319,2.346127794,2.596372388,3.99893596,1039,17.32
1203969320,2.344686737,2.594784209,3.996038427,1040,17.33
1203969321,2.342697393,2.593393544,3.9936062,1041,17.35
1203969322,2.340367016,2.591875744,3.990311586,1042,17.37
1203969323,2.338480898,2.59054511,3.987910468,1043,17.38
1203969324,2.337189909,2.589659549,3.985366976,1044,17.40
1203969325,2.336035684,2.588899637,3.983683894,1045,17.42
1203969326,2.334245971,2.587903741,3.981508879,1046,17.43
1203969327,2.332510025,2.586905239,3.979313969,1047,17.45
1203969328,2.330661946,2.585880906,3.977156216,1048,17.47
1203969329,2.328907246,2.58487421,3.975024549,1049,17.48
1203969330,2.329751835,2.583884565,3.974875262,1050,17.50
1203969331,2.329328136,2.582676885,3.973702637,1051,17.52
1203969332,2.328820653,2.581447439,3.972370002,1052,17.53
1203969333,2.327878689,2.580226118,3.97086735,1053,17.55
1203969334,2.326717549,2.579022535,3.969301773,1054,17.57
1203969335,2.32187786,2.572610665,3.960640722,1055,17.58
1203969336,2.325504668,2.576644104,3.96619693,1056,17.60
1203969337,2.324640987,2.575472751,3.964602837,1057,17.62
1203969338,2.32352548,2.574254066,3.963006898,1058,17.63
1203969339,2.321626283,2.573065855,3.960951219,1059,17.65
1203969340,2.320800397,2.571863532,3.959428683,1060,17.67
1203969341,2.319846631,2.570677294,3.957852527,1061,17.68
1203969342,2.314379506,2.564274868,3.949122287,1062,17.70
1203969343,2.312628466,2.563110737,3.947179388,1063,17.72
1203969344,2.310842056,2.56288017,3.946746112,1064,17.73
1203969345,2.310480713,2.56198155,3.945187088,1065,17.75
1203969346,2.311186105,2.560864338,3.944647502,1066,17.77
1203969347,2.31096592,2.559865286,3.943492472,1067,17.78
1203969348,2.314816841,2.56406838,3.949264093,1068,17.80
1203969349,2.314585002,2.563077367,3.948133309,1069,17.82
1203969350,2.31599255,2.56219977,3.947657404,1070,17.83
1203969351,2.316003216,2.561188927,3.946572897,1071,17.85
1203969352,2.315499145,2.560120671,3.945274854,1072,17.87
1203969353,2.315169687,2.559091917,3.944127872,1073,17.88
1203969354,2.314886131,2.558058655,3.942981991,1074,17.90
1203969355,2.314873226,2.557085369,3.942329444,1075,17.92
1203969356,2.314650048,2.556052417,3.941262855,1076,17.93
1203969357,2.314414842,2.555015058,3.940106364,1077,17.95
1203969358,2.312830694,2.553936241,3.938368919,1078,17.97
1203969359,2.306343283,2.547518474,3.929445188,1079,17.98
1203969360,2.303728472,2.546282704,3.927239881,1080,18.00
1203969361,2.302217826,2.545254957,3.925587793,1081,18.02
1203969362,2.301461126,2.544182491,3.924296909,1082,18.03
1203969363,2.300147024,2.543097832,3.922664198,1083,18.05
1203969364,2.298516165,2.542021592,3.920855681,1084,18.07
1203969365,2.297744741,2.541075135,3.919729071,1085,18.08
1203969366,2.296593805,2.540002926,3.918151586,1086,18.10
1203969367,2.295044955,2.538896696,3.916255662,1087,18.12
1203969368,2.293589315,2.537711721,3.914481452,1088,18.13
1203969369,2.291442365,2.536507214,3.912385131,1089,18.15
1203969370,2.289059798,2.535465557,3.910343323,1090,18.17
1203969371,2.288175343,2.53441424,3.908739869,1091,18.18
1203969372,2.286969696,2.53331324,3.906947169,1092,18.20
1203969373,2.285815852,2.532262672,3.905288659,1093,18.22
1203969374,2.289093669,2.536349838,3.910596894,1094,18.23
1203969375,2.287868993,2.535190038,3.908868495,1095,18.25
1203969376,2.286720512,2.53412259,3.907117406,1096,18.27
1203969377,2.28567618,2.533011911,3.905741674,1097,18.28
1203969378,2.284573303,2.531948445,3.903963705,1098,18.30
1203969379,2.282684929,2.530872687,3.901874675,1099,18.32
1203969380,2.280722355,2.529787701,3.899638317,1100,18.33
1203969381,2.279800751,2.528729485,3.897956893,1101,18.35
1203969382,2.278751682,2.527665297,3.896195941,1102,18.37
1203969383,2.276800823,2.526505831,3.894087563,1103,18.38
1203969384,2.274622285,2.525324195,3.891893078,1104,18.40
1203969385,2.272268323,2.524008022,3.888916831,1105,18.42
1203969386,2.270327529,2.522870787,3.886805005,1106,18.43
1203969387,2.268755299,2.521771979,3.884840708,1107,18.45
1203969388,2.269995438,2.520674547,3.884639832,1108,18.47
1203969389,2.268923433,2.519557395,3.883262152,1109,18.48
1203969390,2.267289693,2.518164447,3.880684021,1110,18.50
1203969391,2.266180424,2.516771895,3.879008176,1111,18.52
1203969392,2.264393975,2.515860282,3.877140854,1112,18.53
1203969393,2.258211923,2.509659417,3.869528087,1113,18.55
1203969394,2.256535698,2.508526062,3.868900484,1114,18.57
1203969395,2.254796778,2.50730627,3.868257181,1115,18.58
1203969396,2.257529452,2.511503637,3.874376813,1116,18.60
1203969397,2.255700466,2.510256297,3.87350932,1117,18.62
1203969398,2.254149555,2.508896107,3.87256712,1118,18.63
1203969399,2.252512603,2.50751684,3.871613272,1119,18.65
1203969400,2.250847671,2.506727704,3.870975512,1120,18.67
1203969401,2.249783255,2.505567862,3.870177112,1121,18.68
1203969402,2.247598315,2.504029186,3.868804112,1122,18.70
1203969403,2.245770124,2.502978646,3.867750514,1123,18.72
1203969404,2.244221357,2.501933572,3.867197407,1124,18.73
1203969405,2.24266911,2.500722257,3.866246211,1125,18.75
1203969406,2.241154477,2.499568557,3.865406395,1126,18.77
1203969407,2.239498002,2.498490772,3.864768529,1127,18.78
1203969408,2.237913778,2.497314251,3.864041223,1128,18.80
1203969409,2.236026578,2.495828369,3.862832175,1129,18.82
1203969410,2.23410075,2.494430251,3.861553604,1130,18.83
1203969411,2.232630841,2.4932145,3.860947028,1131,18.85
1203969412,2.229253112,2.486974011,3.849918534,1132,18.87
1203969413,2.22891956,2.486396115,3.848193112,1133,18.88
1203969414,2.231894153,2.48969361,3.853490765,1134,18.90
1203969415,2.230182734,2.4884676,3.852499814,1135,18.92
1203969416,2.228688383,2.487246698,3.851347557,1136,18.93
1203969417,2.227256867,2.486026535,3.850147523,1137,18.95
1203969418,2.22585051,2.484805905,3.848937073,1138,18.97
1203969419,2.224482801,2.483702469,3.847887398,1139,18.98
1203969420,2.219919828,2.47751149,3.838505397,1140,19.00
1203969421,2.219826418,2.477314995,3.8375122,1141,19.02
1203969422,2.224246074,2.481712458,3.845165002,1142,19.03
1203969423,2.223627927,2.480836408,3.844080677,1143,19.05
1203969424,2.222239387,2.479886273,3.842834983,1144,19.07
1203969425,2.221185723,2.478841108,3.842202991,1145,19.08
1203969426,2.220091969,2.477758142,3.841250762,1146,19.10
1203969427,2.219010609,2.476702937,3.840378512,1147,19.12
1203969428,2.217746715,2.475527587,3.839531739,1148,19.13
1203969429,2.212395972,2.469485111,3.832022828,1149,19.15
1203969430,2.211288061,2.468450846,3.831265195,1150,19.17
1203969431,2.210187298,2.46742773,3.830497229,1151,19.18
1203969432,2.209040593,2.466399808,3.829733965,1152,19.20
1203969433,2.207893899,2.465378103,3.829029377,1153,19.22
1203969434,2.206740266,2.464359978,3.828350791,1154,19.23
1203969435,2.205579557,2.463345551,3.827698677,1155,19.25
1203969436,2.204480966,2.462601426,3.827426603,1156,19.27
1203969437,2.203363861,2.461786711,3.827091613,1157,19.28
1203969438,2.202017254,2.460661094,3.826528032,1158,19.30
1203969439,2.204775949,2.464078483,3.832438767,1159,19.32
1203969440,2.203343886,2.462612731,3.831470668,1160,19.33
1203969441,2.202262551,2.46161119,3.830903914,1161,19.35
1203969442,2.202147231,2.460347974,3.829546256,1162,19.37
1203969443,2.200862625,2.458917534,3.828179833,1163,19.38
1203969444,2.199246333,2.457330193,3.826912498,1164,19.40
1203969445,2.19797974,2.45585498,3.825394874,1165,19.42
1203969446,2.197196457,2.455022115,3.824818526,1166,19.43
1203969447,2.195852384,2.45389654,3.82433322,1167,19.45
1203969448,2.195121494,2.452788016,3.823353817,1168,19.47
1203969449,2.194269113,2.451685258,3.822506966,1169,19.48
1203969450,2.188779293,2.445597764,3.815043351,1170,19.50
1203969451,2.187622428,2.444368959,3.813813269,1171,19.52
1203969452,2.191018046,2.448254938,3.819795823,1172,19.53
1203969453,2.190857338,2.447279657,3.819079382,1173,19.55
1203969454,2.190112144,2.446191354,3.818199253,1174,19.57
1203969455,2.189222174,2.445085782,3.817439492,1175,19.58
1203969456,2.188712927,2.444076334,3.816553869,1176,19.60
1203969457,2.187215761,2.442993835,3.81621586,1177,19.62
1203969458,2.186486305,2.441917551,3.815377999,1178,19.63
1203969459,2.18575264,2.440845418,3.814535091,1179,19.65
1203969460,2.185008152,2.439783325,3.813642064,1180,19.67
1203969461,2.18411942,2.438699394,3.81279764,1181,19.68
1203969462,2.183290064,2.437640875,3.811900438,1182,19.70
1203969463,2.182118035,2.436633096,3.811407402,1183,19.72
1203969464,2.181387305,2.435587035,3.81048983,1184,19.73
1203969465,2.180385768,2.434445177,3.80917971,1185,19.75
1203969466,2.179710327,2.433446126,3.808262832,1186,19.77
1203969467,2.179035239,2.432450048,3.807340982,1187,19.78
1203969468,2.178360971,2.431456148,3.806414503,1188,19.80
1203969469,2.177629185,2.430421512,3.805484767,1189,19.82
1203969470,2.17619413,2.429408072,3.804986847,1190,19.83
1203969471,2.174676414,2.428432005,3.804728354,1191,19.85
1203969472,2.174171252,2.42743912,3.803679355,1192,19.87
1203969473,2.173516386,2.426448491,3.802762439,1193,19.88
1203969474,2.172849499,2.425465924,3.801799178,1194,19.90
1203969475,2.172180115,2.424474802,3.800797989,1195,19.92
1203969476,2.171514006,2.423495459,3.799808861,1196,19.93
1203969477,2.170122887,2.422497651,3.799238394,1197,19.95
1203969478,2.169465553,2.421525397,3.798243074,1198,19.97
1203969479,2.168822198,2.420578035,3.797355859,1199,19.98
1203969480,2.168172893,2.419602301,3.796395361,1200,20.00
1203969481,2.167041923,2.418233336,3.794898217,1201,20.02
1203969482,2.165106935,2.417121553,3.794636281,1202,20.03
1203969483,2.164863542,2.416165705,3.79329823,1203,20.05
1203969484,2.164398487,2.415367872,3.792436536,1204,20.07
1203969485,2.159139156,2.409169024,3.784113497,1205,20.08
1203969486,2.161246806,2.412704212,3.789642682,1206,20.10
1203969487,2.160143797,2.411803747,3.789290316,1207,20.12
1203969488,2.158843961,2.410854056,3.788681722,1208,20.13
1203969489,2.157558048,2.409894911,3.788028261,1209,20.15
1203969490,2.156294905,2.408946433,3.787395239,1210,20.17
1203969491,2.15503122,2.408000727,3.786759649,1211,20.18
1203969492,2.153778721,2.407056239,3.786124911,1212,20.20
1203969493,2.152535593,2.40611225,3.785497106,1213,20.22
1203969494,2.151318327,2.405194235,3.784994877,1214,20.23
1203969495,2.145938651,2.399359384,3.777658998,1215,20.25
1203969496,2.148874355,2.403297174,3.783818553,1216,20.27
1203969497,2.14766619,2.402345852,3.783265782,1217,20.28
1203969498,2.146461731,2.401394721,3.78272347,1218,20.30
1203969499,2.145248953,2.400449771,3.782151628,1219,20.32
1203969500,2.144036281,2.399493816,3.781559949,1220,20.33
1203969501,2.142686465,2.398453438,3.781058912,1221,20.35
1203969502,2.141481932,2.39749862,3.780497996,1222,20.37
1203969503,2.140281645,2.396553633,3.77997184,1223,20.38
1203969504,2.139084355,2.395611386,3.779468808,1224,20.40
1203969505,2.137896494,2.394702626,3.779056784,1225,20.42
1203969506,2.136705368,2.393766261,3.778597756,1226,20.43
1203969507,2.135513681,2.39281349,3.778117577,1227,20.45
1203969508,2.1355702,2.391879167,3.776216114,1228,20.47
1203969509,2.130405909,2.386091103,3.768607175,1229,20.48
1203969510,2.129229033,2.38516471,3.767900777,1230,20.50
1203969511,2.128129841,2.384240795,3.767138884,1231,20.52
1203969512,2.127071322,2.383345758,3.76647611,1232,20.53
1203969513,2.126896053,2.382451248,3.765605215,1233,20.55
1203969514,2.12552379,2.381548687,3.765416599,1234,20.57
1203969515,2.12449004,2.380637627,3.76488636,1235,20.58
1203969516,2.12346525,2.379890274,3.764416284,1236,20.60
1203969517,2.122466103,2.379004303,3.763993554,1237,20.62
1203969518,2.12554009,2.382936979,3.77014149,1238,20.63
1203969519,2.124508908,2.382069655,3.76971616,1239,20.65
1203969520,2.123480274,2.381182807,3.769267885,1240,20.67
1203969521,2.121008626,2.380362527,3.772750023,1241,20.68
1203969522,2.121310527,2.379337615,3.772251469,1242,20.70
1203969523,2.120735774,2.378374074,3.771976299,1243,20.72
1203969524,2.120919221,2.377525928,3.770186462,1244,20.73
1203969525,2.119864296,2.376628407,3.769496039,1245,20.75
1203969526,2.118718464,2.375766798,3.768998688,1246,20.77
1203969527,2.11787346,2.374981781,3.768632372,1247,20.78
1203969528,2.116874407,2.374142248,3.768121305,1248,20.80
1203969529,2.115824925,2.37326196,3.767636959,1249,20.82
1203969530,2.11479818,2.372422567,3.767091815,1250,20.83
1203969531,2.113801052,2.371613338,3.766682285,1251,20.85
1203969532,2.112821959,2.370879303,3.76628534,1252,20.87
1203969533,2.111835603,2.369995591,3.765759837,1253,20.88
1203969534,2.110865071,2.369269378,3.765367268,1254,20.90
1203969535,2.109885087,2.368384066,3.764863051,1255,20.92
1203969536,2.108908986,2.367551053,3.764401699,1256,20.93
1203969537,2.107933435,2.366717577,3.763942191,1257,20.95
1203969538,2.102772017,2.361217881,3.756405894,1258,20.97
1203969539,2.105920526,2.363856786,3.759246228,1259,20.98
1203969540,2.102622692,2.364354945,3.761108159,1260,21.00
1203969541,2.101760942,2.362328112,3.75903543,1261,21.02
1203969542,2.100979348,2.361162705,3.757552768,1262,21.03
1203969543,2.104414177,2.365157581,3.763580436,1263,21.05
1203969544,2.103681492,2.364409744,3.762971241,1264,21.07
1203969545,2.102955347,2.363706484,3.76246041,1265,21.08
1203969546,2.102070239,2.362909193,3.762006478,1266,21.10
1203969547,2.101180613,2.362123768,3.761582457,1267,21.12
1203969548,2.100406898,2.361434919,3.761174585,1268,21.13
1203969549,2.099495185,2.360644964,3.760782675,1269,21.15
1203969550,2.098401347,2.359855998,3.760348361,1270,21.17
1203969551,2.097043139,2.358929738,3.759475307,1271,21.18
1203969552,2.095993454,2.357916601,3.758841002,1272,21.20
1203969553,2.094644147,2.356682445,3.757748398,1273,21.22
1203969554,2.093602494,2.355672361,3.757140339,1274,21.23
1203969555,2.092276225,2.354960527,3.756418695,1275,21.25
1203969556,2.090881251,2.353929638,3.755377684,1276,21.27
1203969557,2.089626905,2.352940369,3.754719009,1277,21.28
1203969558,2.088352735,2.351757833,3.753872858,1278,21.30
1203969559,2.087057426,2.350670203,3.753013338,1279,21.32
1203969560,2.085694872,2.349596384,3.752043717,1280,21.33
1203969561,2.084377735,2.348537898,3.751160256,1281,21.35
1203969562,2.083193311,2.347501604,3.750587517,1282,21.37
1203969563,2.082298818,2.346578905,3.75053932,1283,21.38
1203969564,2.081231871,2.345612081,3.75013358,1284,21.40
1203969565,2.080180662,2.34463449,3.74973184,1285,21.42
1203969566,2.075108479,2.33889811,3.74265788,1286,21.43
1203969567,2.074064958,2.337947084,3.742458238,1287,21.45
1203969568,2.073069639,2.336967026,3.742236258,1288,21.47
1203969569,2.07181541,2.336882645,3.742271032,1289,21.48
1203969570,2.07082158,2.336227595,3.742242852,1290,21.50
1203969571,2.069582967,2.335398317,3.741772401,1291,21.52
1203969572,2.068584216,2.334575312,3.741576673,1292,21.53
1203969573,2.067542779,2.333737001,3.741364289,1293,21.55
1203969574,2.066513419,2.332910912,3.741191146,1294,21.57
1203969575,2.06548581,2.331991876,3.740937769,1295,21.58
1203969576,2.064475776,2.33125486,3.740902407,1296,21.60
1203969577,2.063482418,2.330623154,3.741048616,1297,21.62
1203969578,2.062467103,2.329868811,3.740955086,1298,21.63
1203969579,2.061449997,2.329481616,3.741224555,1299,21.65
1203969580,2.060444463,2.328806706,3.741248912,1300,21.67
1203969581,2.059461674,2.328250599,3.741607427,1301,21.68
1203969582,2.058464989,2.327628904,3.741671741,1302,21.70
1203969583,2.057466863,2.327119364,3.741790771,1303,21.72
1203969584,2.057936431,2.326929631,3.741293304,1304,21.73
1203969585,2.057587596,2.326499284,3.740795548,1305,21.75
1203969586,2.057146927,2.326043328,3.740180651,1306,21.77
1203969587,2.057192101,2.325572756,3.739905923,1307,21.78
1203969588,2.056533875,2.324988277,3.739481374,1308,21.80
1203969589,2.056837296,2.3244988,3.738814819,1309,21.82
1203969590,2.055879899,2.323996537,3.738405454,1310,21.83
1203969591,2.054940688,2.323467362,3.738120243,1311,21.85
1203969592,2.054071429,2.32292056,3.737728253,1312,21.87
1203969593,2.053265093,2.322412197,3.737383275,1313,21.88
1203969594,2.052463105,2.321910326,3.737056496,1314,21.90
1203969595,2.051660562,2.321458587,3.736842663,1315,21.92
1203969596,2.050843669,2.320897355,3.736477022,1316,21.93
1203969597,2.050551653,2.320409761,3.736256896,1317,21.95
1203969598,2.049801268,2.319826146,3.735943035,1318,21.97
1203969599,2.049064065,2.319277571,3.735608374,1319,21.98
1203969600,2.04827791,2.318688946,3.735245381,1320,22.00
